# x1 y1 x2 y2
871.16 136.13 870.30 211.85
871.16 136.13 876.58 136.09
882.49 136.04 898.24 135.92
903.17 135.89 920.89 135.75
925.81 135.71 935.17 135.64
871.16 136.13 869.80 108.46
871.16 136.13 860.77 135.96
854.83 135.87 838.98 135.62
832.05 135.50 816.21 135.25
810.27 135.16 799.87 134.99
871.16 136.13 860.81 136.00
854.90 135.93 838.14 135.73
871.16 136.13 860.69 136.07
854.71 136.04 838.76 135.95
832.78 135.92 816.82 135.83
810.84 135.80 794.89 135.71
788.91 135.68 772.95 135.59
767.97 135.56 750.02 135.46
870.30 211.85 869.80 108.46
870.30 211.85 817.06 212.09
552.04 212.23 551.59 136.44
552.04 212.23 551.46 108.01
552.04 212.23 606.13 211.86
994.33 390.40 995.89 337.86
994.33 390.40 994.25 440.33
994.33 390.40 982.88 390.35
977.90 390.32 960.97 390.23
956.00 390.21 938.07 390.12
933.09 390.09 916.17 390.00
911.19 389.98 894.26 389.89
889.28 389.87 872.36 389.78
867.38 389.76 851.45 389.67
845.47 389.64 829.54 389.56
823.57 389.53 807.64 389.45
801.66 389.42 785.73 389.34
779.76 389.31 765.32 389.23
994.33 390.40 998.81 390.43
1004.79 390.47 1020.72 390.56
1026.70 390.60 1042.64 390.70
1048.61 390.73 1064.55 390.83
1070.52 390.87 1086.46 390.96
1092.43 391.00 1108.37 391.10
1113.35 391.13 1130.28 391.23
1135.26 391.26 1152.19 391.36
1157.17 391.39 1174.11 391.49
1180.08 391.53 1194.03 391.62
994.33 390.40 998.77 390.35
1004.70 390.27 1020.50 390.08
1026.42 390.01 1042.22 389.81
1048.15 389.74 1064.94 389.53
994.33 390.40 982.86 390.31
977.87 390.27 960.92 390.13
955.93 390.09 938.97 389.95
933.99 389.91 916.03 389.76
911.05 389.72 894.09 389.58
889.10 389.54 873.15 389.40
994.33 390.40 982.84 390.34
977.84 390.31 960.85 390.22
955.85 390.19 938.86 390.10
933.86 390.08 916.87 389.98
911.87 389.96 894.88 389.86
889.88 389.84 872.89 389.74
867.90 389.72 851.91 389.63
845.91 389.60 830.42 389.51
994.33 390.40 982.93 390.28
977.98 390.23 960.14 390.05
955.18 390.00 938.33 389.82
933.38 389.77 916.53 389.59
911.57 389.54 898.19 389.40
994.33 390.40 998.82 390.36
1004.80 390.31 1020.75 390.17
1026.73 390.11 1042.68 389.97
1048.66 389.92 1064.62 389.77
1069.60 389.73 1086.55 389.58
1091.53 389.53 1108.48 389.38
1113.47 389.34 1130.41 389.18
994.33 390.40 998.83 390.36
1004.83 390.31 1020.82 390.17
1026.82 390.12 1042.82 389.98
1048.82 389.93 1064.81 389.79
1069.81 389.75 1086.81 389.60
1091.81 389.56 1108.80 389.41
994.33 390.40 982.87 390.15
977.89 390.04 960.94 389.66
955.96 389.55 938.52 389.16
631.71 657.74 710.87 658.14
631.71 657.74 632.29 616.57
488.31 135.42 503.64 135.66
508.58 135.74 525.39 136.02
530.34 136.10 546.16 136.35
488.31 135.42 488.23 146.84
488.19 152.80 488.07 168.69
488.03 174.65 487.92 190.55
487.87 196.51 487.76 212.40
487.72 217.37 487.61 232.77
488.31 135.42 488.18 146.80
488.11 152.73 487.92 168.56
487.85 174.50 487.67 190.33
487.60 196.27 487.41 212.10
488.31 135.42 488.04 146.80
