# x1 y1 x2 y2
444.80 378.37 458.28 378.33
464.27 378.31 484.25 378.25
444.80 378.37 444.54 349.03
444.80 378.37 458.07 378.21
464.95 378.12 484.61 377.88
444.80 378.37 439.33 378.29
432.36 378.18 413.47 377.90
407.50 377.81 388.61 377.53
381.65 377.43 363.75 377.16
355.79 377.04 338.88 376.79
444.80 378.37 445.14 385.73
445.51 393.58 447.15 428.42
444.80 378.37 447.53 401.37
444.80 378.37 439.32 378.38
432.34 378.40 413.42 378.46
407.44 378.47 388.52 378.53
785.06 513.65 785.36 480.03
785.06 513.65 785.34 543.93
785.06 513.65 848.03 514.16
785.06 513.65 785.49 545.13
444.57 157.10 444.56 129.41
444.59 219.46 446.31 261.95
420.33 652.15 420.45 642.69
420.52 636.72 420.77 616.81
420.83 611.84 421.07 591.93
420.33 652.15 420.43 642.69
420.49 636.72 420.69 616.81
420.74 611.83 420.94 591.92
421.00 585.95 421.21 565.04
420.33 652.15 420.36 642.76
420.38 636.83 420.43 617.07
420.33 652.15 411.03 652.15
406.14 652.15 385.57 652.16
420.33 652.15 411.89 652.16
406.92 652.16 385.06 652.19
380.09 652.19 360.22 652.22
355.25 652.22 334.39 652.25
420.33 652.15 411.88 652.15
406.91 652.15 385.04 652.16
380.07 652.17 360.18 652.18
355.21 652.18 334.33 652.19
329.36 652.19 309.48 652.20
304.51 652.20 284.62 652.21
279.65 652.21 258.77 652.22
420.33 652.15 411.85 652.15
406.86 652.15 385.91 652.15
380.92 652.15 360.96 652.15
355.97 652.15 334.02 652.16
329.03 652.16 309.07 652.16
304.08 652.16 284.12 652.16
420.33 652.15 420.87 642.69
420.33 652.15 411.87 652.15
406.89 652.15 385.99 652.14
380.02 652.14 360.11 652.14
355.13 652.13 334.23 652.13
329.25 652.13 309.34 652.12
955.77 652.19 938.33 652.22
933.35 652.23 913.43 652.27
908.45 652.28 888.53 652.31
883.55 652.32 862.63 652.36
857.65 652.37 837.73 652.41
832.75 652.42 811.83 652.46
806.85 652.47 786.92 652.50
781.94 652.51 761.03 652.55
755.05 652.56 744.59 652.58
957.49 590.27 957.85 577.39
993.03 637.63 1000.85 634.58
957.50 609.25 957.78 602.34
955.77 652.19 938.40 652.21
933.44 652.21 913.59 652.24
908.63 652.25 888.78 652.27
955.77 652.19 938.27 652.17
933.27 652.17 913.28 652.16
908.28 652.15 888.29 652.14
883.29 652.13 862.30 652.12
955.77 652.19 938.32 652.03
933.34 651.98 927.86 651.93
151.45 356.47 124.47 340.40
206.70 398.86 206.73 418.82
206.74 423.81 206.77 443.78
206.83 398.83 207.12 418.71
207.19 423.68 207.48 443.56
207.57 449.52 207.86 469.40
206.88 398.77 207.27 418.55
206.69 389.38 224.07 389.37
228.04 389.37 249.89 389.35
254.86 389.35 274.72 389.33
279.69 389.33 300.54 389.31
206.69 389.38 224.07 389.33
228.04 389.31 249.89 389.24
254.85 389.23 274.71 389.17
279.68 389.15 300.53 389.08
305.49 389.07 325.35 389.00
206.69 389.38 224.12 389.24
228.10 389.21 249.02 389.04
254.00 389.00 260.48 388.95
206.69 389.38 224.05 388.99
228.02 388.90 234.47 388.76
207.91 647.49 207.45 627.79
207.33 622.86 206.82 601.19
207.99 647.42 207.80 627.45
207.75 622.46 207.56 601.49
207.51 596.49 207.32 576.52
207.84 647.56 207.08 627.13
208.04 652.91 228.45 652.82
233.42 652.80 253.33 652.71
258.31 652.69 278.21 652.60
284.19 652.57 304.09 652.48
309.07 652.46 329.97 652.37
334.95 652.35 355.85 652.25
360.83 652.23 377.25 652.16
208.04 652.91 228.52 652.80
233.51 652.78 253.49 652.67
258.48 652.64 278.46 652.54
284.45 652.51 304.43 652.40
309.43 652.37 329.40 652.27
208.04 652.91 228.22 652.61
233.14 652.54 253.80 652.23
208.04 652.91 228.43 652.70
233.40 652.65 253.28 652.44
258.26 652.39 279.14 652.17
208.04 652.91 228.50 652.75
233.49 652.71 253.46 652.55
258.45 652.51 279.41 652.34
284.40 652.30 304.36 652.14
379.50 514.58 378.36 478.36
379.50 514.58 380.08 543.96
379.50 514.58 316.63 514.19
379.50 514.58 346.27 512.48
312.55 510.35 306.60 509.97
302.63 509.72 297.67 509.41
815.97 129.03 799.09 129.11
793.13 129.14 773.27 129.24
768.31 129.27 748.44 129.37
743.48 129.40 723.62 129.50
820.44 129.50 820.53 147.36
820.56 153.31 820.64 172.16
820.67 178.12 820.77 198.95
820.45 129.50 820.82 147.46
820.95 153.44 821.34 172.39
820.46 129.49 821.20 147.12
815.07 128.94 799.43 128.77
793.57 128.71 786.24 128.62
815.01 128.99 799.23 128.97
