# x1 y1 x2 y2
305.81 196.89 224.62 196.63
305.81 196.89 308.12 134.29
734.11 446.97 734.38 496.62
734.83 373.39 735.07 348.24
427.95 172.84 427.97 223.62
733.98 172.65 734.15 223.58
743.59 143.42 753.66 112.80
154.01 689.52 154.51 720.55
153.25 620.22 152.99 596.62
154.20 620.21 154.31 579.15
428.14 294.72 428.58 348.48
428.14 294.72 428.79 373.01
734.01 101.64 733.97 75.22
671.68 257.56 431.47 257.93
671.68 257.56 431.47 258.02
671.68 257.56 507.55 256.99
671.68 257.56 535.94 257.11
743.41 262.22 744.57 267.03
432.02 136.11 671.16 136.26
366.21 136.07 308.12 134.29
431.47 257.92 507.55 256.99
368.63 257.63 349.24 257.54
431.47 257.92 535.94 257.11
670.35 410.36 611.74 410.66
670.35 410.36 642.72 410.30
670.35 410.36 654.24 413.54
733.96 567.35 734.02 593.67
718.55 533.82 715.84 527.92
431.47 371.42 430.61 364.59
430.49 363.61 428.58 348.48
436.35 410.04 611.74 410.66
436.35 410.04 485.92 410.03
345.17 404.13 330.71 403.19
436.35 410.04 514.73 409.97
279.70 136.23 308.12 134.29
216.10 654.52 245.37 655.40
216.10 654.52 222.80 651.57
206.92 692.68 199.10 725.22
214.93 75.22 215.08 98.66
734.02 593.67 596.53 592.50
592.53 592.46 579.03 592.35
734.02 593.67 593.57 593.44
495.17 89.51 486.24 112.79
495.17 89.51 491.91 86.55
479.61 75.37 476.35 72.41
495.17 89.51 487.06 87.39
477.53 84.89 464.17 81.40
455.59 79.15 449.39 77.53
671.16 136.26 432.02 136.25
671.16 136.26 479.11 135.91
671.16 136.26 542.57 135.75
671.16 136.26 514.38 135.91
428.37 593.65 427.84 570.18
428.37 593.65 431.55 577.80
428.37 593.65 565.56 592.47
570.55 592.42 579.03 592.35
428.37 593.65 593.57 593.44
428.03 75.85 429.40 101.99
428.03 75.85 428.08 101.02
515.56 653.95 245.37 655.40
427.85 448.74 428.36 495.02
443.13 451.20 450.04 452.31
484.55 457.86 499.83 460.32
443.03 450.75 450.86 451.79
393.39 43.89 249.14 45.38
428.58 348.48 428.79 373.01
428.58 348.48 350.01 349.29
428.58 348.48 415.17 347.52
410.20 347.16 401.26 346.52
344.63 342.45 331.22 341.48
428.58 348.48 339.23 352.80
334.24 353.04 329.75 353.26
428.58 348.48 414.42 349.20
432.02 136.24 479.11 135.91
432.02 136.24 542.57 135.75
432.02 136.24 514.38 135.91
443.10 104.43 437.29 103.30
733.83 294.57 734.41 373.04
733.83 294.57 735.07 348.24
793.68 53.12 787.37 19.64
794.04 53.20 815.81 20.01
793.97 53.18 799.39 41.72
245.04 593.66 245.37 655.40
245.04 593.66 165.02 593.64
245.04 593.66 245.57 641.53
245.04 593.66 170.31 596.06
163.39 596.29 152.99 596.62
222.06 221.85 215.29 288.62
224.62 196.63 221.70 189.83
217.80 180.77 214.87 173.97
224.62 196.63 219.81 187.48
217.52 183.12 212.94 174.41
224.62 196.63 213.71 209.79
437.54 535.42 438.88 541.30
154.51 720.55 154.48 689.28
154.51 720.55 154.13 689.28
153.28 620.22 152.99 596.62
442.20 225.94 450.05 227.22
487.35 233.29 492.26 234.09
495.20 234.57 501.58 235.61
442.95 226.36 450.69 227.78
271.70 709.81 272.36 735.58
787.37 19.64 793.74 19.72
811.40 19.95 815.81 20.01
787.37 19.64 796.39 36.20
581.19 691.19 581.18 720.55
596.53 641.46 598.32 635.74
364.46 410.42 351.37 412.52
347.49 413.14 330.02 415.94
364.46 410.42 353.37 408.05
346.62 406.60 330.71 403.19
257.02 733.41 240.19 731.03
203.55 725.85 199.10 725.22
256.43 735.10 244.36 734.73
257.08 733.42 240.32 731.06
734.41 373.04 735.07 348.24
428.79 373.01 425.46 367.48
441.61 523.90 446.02 509.06
581.18 720.55 584.41 704.40
366.72 258.15 353.60 260.42
345.82 261.76 331.25 264.28
366.72 258.15 356.79 255.39
345.44 252.23 332.21 248.55
366.72 258.15 349.24 257.54
658.07 540.19 664.72 506.42
658.07 540.19 658.44 532.76
699.53 546.70 714.65 549.07
658.07 540.19 662.43 540.48
499.83 460.32 498.39 455.10
498.12 454.16 496.03 446.56
494.71 441.82 493.14 436.13
499.83 460.32 484.53 458.27
449.99 453.62 445.55 453.02
499.83 460.32 499.84 438.60
499.83 460.32 484.92 457.22
364.49 531.04 321.47 532.58
364.49 531.04 317.71 535.54
315.74 535.73 308.85 536.39
307.86 536.49 300.47 537.20
364.49 531.04 351.12 529.50
314.47 525.28 303.08 523.97
700.10 44.24 462.17 43.88
308.12 134.29 280.19 139.19
308.12 134.29 279.70 133.59
735.07 348.24 822.35 352.65
827.34 352.90 831.82 353.12
735.07 348.24 745.48 347.51
751.43 347.09 759.36 346.53
817.83 342.41 829.22 341.60
735.07 348.24 807.43 349.32
42.68 516.47 33.75 549.29
42.68 516.47 46.44 522.87
184.85 229.40 168.75 229.05
165.83 228.99 149.73 228.64
184.85 229.40 168.45 229.26
165.47 229.23 146.58 229.06
143.60 229.04 124.71 228.87
154.41 620.31 157.52 612.49
154.41 620.31 152.99 596.62
154.41 620.31 154.58 505.92
154.41 620.31 156.63 582.07
157.15 573.13 157.50 567.17
157.79 562.20 159.78 527.94
154.41 620.31 154.31 579.15
119.09 144.69 122.23 129.86
123.45 124.12 125.27 115.51
97.16 210.52 85.80 244.62
119.09 144.69 123.42 145.45
119.09 144.69 125.47 145.30
161.79 148.72 179.46 150.39
119.09 144.69 125.25 144.65
215.29 288.62 218.51 266.57
221.79 244.03 224.72 223.94
215.29 288.62 215.56 259.26
215.29 288.62 212.46 274.57
609.38 421.91 602.62 454.18
611.74 410.66 485.92 410.03
611.74 410.66 642.72 410.30
611.74 410.66 514.73 409.97
796.53 532.58 816.65 529.56
847.07 525.00 857.37 523.45
796.53 532.58 841.14 532.58
803.62 151.46 785.42 149.33
749.04 145.08 744.61 144.56
803.62 151.46 804.16 141.05
804.32 138.08 804.76 129.65
803.62 151.46 787.35 151.50
803.62 151.46 785.73 148.33
350.01 349.29 341.51 345.76
336.14 343.53 331.22 341.48
350.01 349.29 341.81 350.90
334.09 352.41 329.75 353.26
350.01 349.29 414.42 349.20
245.37 655.40 245.57 641.53
245.37 655.40 243.55 662.58
655.54 462.96 660.40 463.72
602.65 454.20 611.77 421.90
165.02 593.64 152.99 596.62
161.49 549.34 159.78 527.94
165.02 593.64 156.84 582.58
92.59 211.48 85.63 244.60
92.59 211.48 97.54 219.07
168.69 252.12 186.91 252.28
143.02 252.04 124.14 252.28
120.17 252.33 114.21 252.40
143.06 251.36 124.31 249.64
119.38 249.18 111.48 248.45
105.56 247.91 99.64 247.36
