# x1 y1 x2 y2
780.46 242.21 911.34 242.62
780.46 242.21 779.91 154.45
780.46 242.21 780.05 354.35
780.46 242.21 780.30 369.43
781.68 514.91 966.22 515.39
781.68 514.91 779.92 473.93
781.68 514.91 1000.42 514.45
781.68 514.91 612.48 514.54
723.77 123.05 634.20 123.08
966.22 515.39 966.31 472.47
966.22 515.39 1000.42 514.45
117.15 407.23 117.85 370.55
585.53 242.85 632.04 242.32
912.52 439.01 871.99 439.19
779.96 87.53 779.98 67.42
116.71 477.06 117.59 514.47
117.19 114.61 117.31 65.59
632.04 242.32 634.20 285.46
116.55 171.24 119.48 184.34
129.71 229.96 131.56 238.21
116.55 171.24 117.36 220.55
534.03 210.21 534.53 181.99
394.55 290.51 462.84 289.83
394.55 290.51 392.10 274.64
533.47 290.34 462.84 289.83
533.47 290.34 534.83 275.17
533.93 155.50 534.53 181.99
869.82 370.55 871.99 439.19
869.82 370.55 799.50 370.55
869.82 370.55 793.73 369.60
534.22 88.65 533.90 65.96
534.22 88.65 537.40 76.96
534.22 88.65 532.57 84.60
406.90 439.18 200.54 439.20
406.90 439.18 167.43 439.21
1067.03 463.10 1066.80 436.72
1067.03 463.10 1066.32 436.79
80.37 514.42 117.59 514.47
80.37 514.42 462.83 515.31
462.84 289.83 462.80 353.82
462.84 289.83 460.49 340.19
459.83 354.15 459.60 359.13
534.53 181.99 529.06 181.99
467.30 181.99 462.82 181.99
534.53 181.99 632.03 182.00
462.82 181.99 394.24 181.84
462.82 181.99 465.16 123.06
338.70 238.23 131.56 238.21
338.70 238.23 128.01 238.38
105.10 238.39 99.62 238.40
200.54 439.20 167.43 439.21
200.54 439.20 200.07 369.47
200.07 369.47 117.85 370.55
200.07 369.47 451.59 370.57
726.16 439.18 634.20 439.20
29.27 399.96 29.92 373.70
29.27 399.96 30.09 373.59
394.24 156.17 394.24 181.84
394.23 88.25 394.23 65.57
394.23 88.25 391.66 81.27
780.09 405.43 780.05 354.35
780.09 405.43 780.30 369.43
780.09 405.43 778.32 401.38
394.24 181.84 394.24 156.17
394.23 89.21 394.23 65.57
394.24 181.84 394.23 204.91
394.24 181.84 394.23 156.94
394.24 181.84 393.67 206.44
634.20 123.08 632.03 182.00
779.98 67.42 780.09 86.10
780.09 86.10 784.63 72.83
780.09 86.10 778.47 81.98
117.85 370.55 119.54 354.25
117.85 370.55 117.36 220.55
117.59 514.47 462.83 515.31
105.19 237.59 32.56 235.89
131.56 238.21 125.69 230.91
125.07 230.14 117.36 220.55
105.11 238.36 99.62 238.40
462.83 515.31 462.80 475.17
462.83 515.31 612.48 514.54
1062.02 377.56 1060.55 364.30
966.30 301.99 966.31 274.64
966.30 301.99 1069.11 298.40
966.30 301.99 966.33 405.54
966.31 274.64 966.33 405.54
394.23 65.57 394.23 89.21
1067.38 311.68 1065.60 325.45
1067.91 311.44 1067.06 320.62
29.15 247.13 30.54 261.93
34.89 308.32 35.81 318.19
28.75 247.07 29.41 258.36
32.55 235.95 99.62 238.40
634.20 439.20 632.50 384.97
632.22 376.02 632.05 370.55
966.31 206.27 964.50 184.85
966.31 206.27 966.33 65.42
966.31 206.27 970.51 91.63
799.50 370.55 789.40 362.14
788.65 361.51 780.05 354.35
799.50 370.55 793.26 370.18
799.50 370.55 793.16 370.35
769.75 369.62 764.39 369.45
35.81 318.19 34.75 308.30
780.05 354.35 780.30 369.43
481.11 370.55 632.05 370.55
481.11 370.55 462.80 353.82
481.11 370.55 474.88 370.56
132.07 51.21 382.17 51.21
103.40 51.22 79.80 51.23
132.07 51.21 380.39 50.72
103.44 50.88 97.59 50.82
1066.27 325.96 1067.06 320.62
1060.55 364.30 1062.69 368.10
1068.40 378.22 1071.73 384.12
1060.55 364.30 1061.69 377.61
1065.06 417.02 1065.48 421.95
1067.06 320.62 1067.48 326.03
1071.25 375.20 1071.93 384.05
632.05 370.55 769.86 369.51
632.05 370.55 474.56 370.60
632.05 370.55 764.39 369.45
637.00 10.42 642.68 25.78
637.00 10.42 639.82 27.63
669.89 19.98 679.43 22.75
408.52 51.21 522.90 51.21
382.17 51.21 131.50 51.23
103.40 51.23 79.80 51.23
408.52 51.21 518.83 50.80
382.17 51.18 131.50 50.86
103.44 50.82 97.59 50.82
462.80 405.43 462.80 353.82
462.80 405.43 460.46 383.66
465.16 123.06 446.65 122.13
953.13 50.88 793.98 51.21
980.49 51.07 998.91 51.21
953.13 50.88 793.98 50.84
768.69 51.22 547.44 51.21
768.69 51.18 547.44 50.84
522.94 50.81 518.83 50.80
793.98 51.22 954.25 51.21
768.69 51.18 646.19 51.00
998.91 51.21 980.49 51.21
522.90 51.15 408.52 50.80
522.94 50.87 518.83 50.80
547.44 51.21 766.24 50.83
547.44 51.21 646.19 51.00
79.80 51.23 103.40 51.19
131.50 51.14 380.39 50.72
79.79 51.22 97.59 50.82
408.52 50.74 518.83 50.80
380.39 50.72 131.50 50.80
103.44 50.81 97.59 50.82
518.83 50.80 522.94 50.80
547.44 50.80 766.24 50.83
769.86 369.44 764.39 369.45
462.80 353.82 461.45 359.88
117.36 220.55 99.62 238.40
612.56 524.97 612.70 542.34
793.98 50.88 954.25 51.18
766.24 50.83 646.19 51.00
612.70 542.34 613.05 524.53
623.31 548.13 628.82 551.13
633.27 546.54 628.82 551.13
118.00 370.00 449.00 370.00
82.00 514.00 451.00 514.00
82.00 515.00 595.00 515.00
968.00 402.00 968.00 316.00
551.00 51.00 765.00 51.00
496.00 371.00 610.00 371.00
147.00 239.00 337.00 239.00
634.00 439.00 726.00 439.00
782.00 402.00 782.00 237.00
117.00 111.00 117.00 68.00
781.00 402.00 781.00 158.00
596.00 513.00 627.00 513.00
967.00 402.00 967.00 278.00
828.00 515.00 941.00 514.00
598.00 512.00 658.00 513.00
659.00 515.00 761.00 514.00
131.00 238.00 337.00 238.00
536.00 182.00 634.00 182.00
788.00 243.00 910.00 243.00
967.00 160.00 967.00 204.00
787.00 242.00 910.00 242.00
642.00 370.00 747.00 371.00
967.00 159.00 968.00 69.00
968.00 302.00 1062.00 301.00
634.00 437.00 634.00 371.00
463.00 514.00 463.00 477.00
117.00 390.00 117.00 334.00
780.00 475.00 781.00 514.00
894.00 515.00 950.00 515.00
893.00 51.00 951.00 52.00
883.00 439.00 913.00 438.00
248.00 51.00 304.00 51.00
518.00 514.00 574.00 514.00
36.00 238.00 65.00 238.00
634.00 123.00 723.00 123.00
782.00 158.00 782.00 204.00
397.00 290.00 535.00 290.00
715.00 515.00 787.00 514.00
148.00 51.00 204.00 51.00
222.00 439.00 278.00 439.00
52.00 239.00 103.00 238.00
305.00 51.00 347.00 51.00
117.00 238.00 117.00 182.00
117.00 323.00 117.00 267.00
452.00 51.00 508.00 51.00
588.00 244.00 633.00 243.00
788.00 515.00 844.00 514.00
367.00 439.00 395.00 439.00
871.00 439.00 871.00 370.00
968.00 196.00 968.00 140.00
815.00 371.00 868.00 370.00
951.00 515.00 1000.00 514.00
966.00 475.00 968.00 509.00
1067.00 365.00 1067.00 369.00
200.00 438.00 200.00 371.00
805.00 51.00 861.00 51.00
117.00 513.00 117.00 488.00
216.00 51.00 244.00 51.00
535.00 206.00 535.00 159.00
1067.00 461.00 1068.00 439.00
634.00 141.00 634.00 180.00
828.00 371.00 852.00 371.00
462.00 403.00 463.00 340.00
82.00 51.00 100.00 52.00
1060.00 366.00 1061.00 376.00
318.00 439.00 366.00 439.00
597.00 242.00 631.00 242.00
412.00 51.00 439.00 51.00
731.00 370.00 759.00 370.00
1072.00 304.00 1072.00 298.00
781.00 84.00 781.00 70.00
980.00 515.00 1001.00 516.00
395.00 85.00 395.00 68.00
291.00 439.00 309.00 439.00
1014.00 302.00 1029.00 302.00
511.00 370.00 567.00 370.00
659.00 514.00 674.00 514.00
463.00 300.00 463.00 327.00
782.00 84.00 782.00 70.00
634.00 253.00 634.00 283.00
476.00 371.00 505.00 370.00
968.00 301.00 1006.00 301.00
967.00 514.00 967.00 497.00
658.00 371.00 676.00 371.00
171.00 439.00 206.00 439.00
1067.00 306.00 1067.00 325.00
782.00 505.00 783.00 475.00
395.00 277.00 395.00 289.00
637.00 512.00 655.00 512.00
394.00 85.00 394.00 68.00
509.00 51.00 520.00 52.00
967.00 116.00 967.00 69.00
207.00 439.00 211.00 439.00
1063.00 436.00 1063.00 431.00
1067.00 447.00 1069.00 462.00
688.00 371.00 701.00 370.00
968.00 476.00 968.00 493.00
66.00 238.00 84.00 239.00
579.00 514.00 595.00 514.00
355.00 51.00 378.00 51.00
984.00 51.00 991.00 51.00
24.00 253.00 37.00 253.00
24.00 254.00 37.00 254.00
877.00 51.00 887.00 51.00
697.00 514.00 714.00 515.00
865.00 514.00 893.00 515.00
117.00 480.00 117.00 487.00
1060.00 421.00 1074.00 419.00
117.00 266.00 117.00 249.00
810.00 370.00 827.00 370.00
968.00 278.00 968.00 287.00
634.00 125.00 634.00 140.00
589.00 370.00 617.00 370.00
1068.00 324.00 1069.00 306.00
1061.00 365.00 1061.00 370.00
134.00 52.00 147.00 51.00
357.00 371.00 413.00 371.00
862.00 51.00 871.00 51.00
117.00 391.00 117.00 396.00
31.00 260.00 31.00 244.00
465.00 514.00 479.00 514.00
1065.00 429.00 1072.00 429.00
630.00 513.00 635.00 512.00
799.00 514.00 827.00 515.00
208.00 51.00 215.00 51.00
441.00 51.00 449.00 51.00
535.00 86.00 535.00 69.00
967.00 121.00 968.00 129.00
994.00 51.00 1000.00 51.00
1065.00 438.00 1068.00 452.00
706.00 370.00 712.00 370.00
140.00 371.00 152.00 371.00
763.00 514.00 779.00 515.00
103.00 235.00 110.00 226.00
117.00 405.00 117.00 397.00
634.00 241.00 634.00 252.00
1071.00 437.00 1071.00 431.00
1072.00 432.00 1072.00 436.00
120.00 225.00 129.00 232.00
27.00 235.00 32.00 234.00
870.00 440.00 882.00 439.00
401.00 439.00 408.00 438.00
117.00 324.00 117.00 330.00
965.00 67.00 970.00 67.00
1072.00 381.00 1072.00 377.00
695.00 371.00 705.00 370.00
279.00 439.00 287.00 439.00
1061.00 302.00 1065.00 306.00
473.00 360.00 477.00 369.00
1049.00 302.00 1059.00 302.00
30.00 250.00 30.00 243.00
117.00 180.00 117.00 175.00
796.00 52.00 803.00 51.00
394.00 277.00 394.00 287.00
1061.00 420.00 1075.00 420.00
463.00 328.00 463.00 334.00
533.00 277.00 537.00 277.00
