# x1 y1 x2 y2
1758.50 1073.53 1623.46 1073.82
1758.50 1073.53 1952.15 1073.71
1758.09 1058.10 1757.50 1036.20
1758.50 1073.53 1758.87 1178.43
1758.42 1058.10 1758.05 982.48
1757.99 968.54 1757.96 962.57
1757.90 949.64 1757.74 917.79
1617.79 303.83 1320.41 302.67
1619.50 279.60 1623.67 220.77
1619.48 316.00 1625.10 356.43
1619.50 431.83 1620.59 514.02
1320.41 302.67 1316.52 341.79
1320.41 302.67 849.04 303.66
1320.41 302.67 1321.49 268.19
1320.41 302.67 1319.09 513.71
850.10 1073.33 850.38 966.98
812.62 1073.50 631.23 1074.31
842.64 1073.50 744.65 1075.73
850.10 1073.33 849.62 1122.42
850.10 1073.33 848.85 1122.74
850.10 1073.33 852.58 1087.52
869.88 1186.69 870.91 1192.58
871.59 1196.50 872.36 1200.91
2197.46 688.36 2088.01 690.73
2197.46 688.36 2202.58 692.33
2271.18 745.51 2274.73 748.26
1855.50 687.67 1859.96 687.76
1872.85 688.01 1952.65 689.53
1855.50 687.67 1859.99 687.73
1872.96 687.90 2088.01 690.73
1840.14 687.76 1776.69 688.10
1763.81 688.17 1757.86 688.20
1855.50 687.67 1855.05 743.19
1855.50 687.67 1856.17 581.37
2088.01 353.38 1855.64 435.31
2088.01 353.38 1758.03 469.52
2088.01 353.38 2088.01 358.87
1320.29 1073.72 1182.35 1074.61
1320.29 1073.72 1428.88 1075.38
1320.29 1073.72 1317.76 967.02
1320.29 1073.72 1318.65 917.23
1320.29 1073.72 1319.87 1123.37
1320.29 1073.72 1316.59 1093.49
1301.43 1174.47 1299.41 1185.24
1298.31 1191.12 1296.39 1201.41
1320.29 1073.72 1316.65 1084.59
2198.21 1075.56 2308.61 1075.57
2198.21 1075.56 2088.53 1073.47
1316.49 332.75 1321.52 246.12
1315.19 355.16 986.43 469.32
1316.50 408.51 1319.09 513.71
1315.19 355.16 1086.76 435.31
851.02 689.37 986.17 690.36
851.02 689.37 849.28 786.79
851.02 689.37 754.98 688.08
752.00 688.04 739.56 687.88
851.02 689.37 850.57 644.39
851.02 689.37 847.49 651.72
851.02 689.37 852.55 679.10
865.86 589.38 866.87 582.57
2308.61 1075.57 2314.43 1097.93
1182.35 1074.61 991.78 1073.50
990.78 1073.50 986.30 1073.47
1182.35 1074.61 1180.79 967.00
1182.35 1074.61 1428.88 1075.38
1182.35 1074.61 1179.49 985.22
1178.94 968.24 1178.78 963.24
1182.35 1074.61 1182.34 1182.28
850.38 966.98 986.13 967.02
