# x1 y1 x2 y2
697.68 193.16 671.35 193.30
697.68 193.16 697.27 254.70
697.68 193.16 671.35 193.26
697.27 254.70 618.05 254.58
697.27 254.70 596.16 253.63
572.25 253.37 566.77 253.31
606.22 156.41 605.18 102.78
188.23 398.13 188.92 442.66
148.49 395.77 132.26 394.80
606.50 533.84 605.23 504.59
330.85 472.80 330.21 406.46
188.55 361.02 189.55 286.14
188.55 361.02 186.51 348.83
188.55 361.02 192.54 336.16
188.55 361.02 188.79 294.92
330.49 156.50 330.18 103.72
330.49 156.50 331.57 137.29
330.18 103.72 331.57 137.29
619.57 463.83 624.65 449.40
606.67 431.08 605.37 231.81
606.67 431.08 609.47 387.70
615.45 476.49 616.40 481.40
330.46 231.68 331.35 286.38
330.46 231.68 328.47 240.89
330.46 231.68 331.85 272.33
395.33 193.34 598.73 193.56
330.79 344.55 331.35 286.38
330.79 344.55 328.56 333.32
330.79 344.55 331.85 272.33
542.50 468.05 497.89 468.07
542.50 468.05 518.36 470.93
491.75 474.10 483.38 475.10
497.89 468.07 487.14 471.34
486.20 471.63 476.86 474.48
497.89 468.07 480.48 458.79
497.89 468.07 483.38 475.10
748.68 91.42 756.14 90.97
748.68 91.42 755.24 66.21
748.68 91.42 756.01 90.78
758.95 90.53 764.82 90.02
775.58 89.08 796.61 87.25
605.37 231.81 608.89 238.13
605.37 231.81 609.50 325.21
616.15 475.90 616.40 481.40
139.66 285.03 130.75 287.76
127.94 288.62 120.44 290.93
139.66 285.03 189.55 286.14
139.66 285.03 175.77 284.99
139.66 285.03 200.74 284.99
139.66 285.03 122.47 292.35
139.66 285.03 124.59 274.42
139.66 285.03 151.70 287.45
394.71 470.46 388.28 439.16
394.71 470.46 416.25 437.96
549.71 267.92 559.96 265.92
569.72 264.01 577.53 262.49
598.03 258.48 618.05 254.58
549.71 267.92 566.77 253.31
549.71 267.92 582.47 236.81
549.71 267.92 556.03 267.84
572.57 267.63 576.94 267.58
47.14 296.44 38.68 296.28
99.34 297.40 98.63 271.03
84.94 296.49 79.98 296.18
73.03 295.74 59.62 294.89
618.05 254.58 597.53 248.42
581.31 243.55 573.68 241.26
565.09 238.68 557.94 236.53
239.80 384.14 245.96 352.60
245.96 352.60 265.59 353.61
10.42 287.10 32.84 254.78
10.02 287.02 2.88 255.45
32.94 290.91 50.40 293.52
189.55 286.14 175.77 284.99
189.55 286.14 331.35 286.38
189.55 286.14 200.74 284.99
189.55 286.14 318.95 284.99
175.77 284.99 200.74 284.99
175.77 284.99 157.51 287.51
134.81 290.64 122.47 292.35
180.75 288.78 185.34 292.29
331.35 286.38 200.74 284.99
331.35 286.38 331.85 272.33
729.00 80.91 721.31 47.80
729.39 80.98 751.24 47.80
728.95 80.92 724.57 68.27
697.20 66.57 687.80 66.60
650.22 66.73 640.32 66.76
697.20 66.57 697.48 75.94
697.20 66.57 640.31 75.53
624.62 136.21 632.30 102.91
665.25 140.67 682.38 142.56
32.84 254.78 27.35 254.90
9.37 255.31 2.88 255.45
667.73 490.58 663.37 489.80
667.73 490.58 666.46 464.87
667.73 490.58 664.38 479.77
662.63 474.12 660.88 468.48
656.50 454.37 654.46 447.78
667.73 490.58 663.75 488.51
721.31 47.80 726.80 47.80
744.76 47.80 751.24 47.80
721.31 47.80 724.57 68.27
640.32 66.84 697.48 75.94
639.83 67.25 639.83 75.11
775.53 89.81 796.61 87.25
200.74 284.99 318.95 284.99
196.63 288.40 192.90 291.50
192.15 292.12 188.79 294.92
557.94 236.53 566.77 253.31
557.94 236.53 576.94 267.58
566.77 253.31 582.47 236.81
566.77 253.31 576.94 267.58
616.40 481.40 624.65 449.40
616.40 481.40 621.74 481.07
351.37 135.53 355.79 136.03
392.11 140.09 408.31 141.91
351.37 135.53 361.14 103.81
351.37 135.53 355.70 135.59
682.38 142.56 682.55 121.50
682.38 142.56 665.23 139.67
796.61 87.25 799.56 68.34
38.68 296.28 47.16 295.72
782.37 65.94 799.56 68.34
572.45 66.88 562.49 66.92
395.19 67.50 365.81 67.60
105.31 356.52 113.25 359.38
105.31 356.52 103.49 383.79
132.26 394.80 134.93 369.75
132.26 394.80 131.78 380.72
458.63 480.03 458.01 454.05
272.57 392.62 289.81 388.12
272.57 392.62 270.88 366.79
134.58 369.69 131.78 380.72
697.48 75.94 687.05 75.88
650.27 75.67 640.33 75.61
365.81 67.64 572.95 75.41
427.73 479.43 432.66 479.05
440.54 478.44 445.46 478.05
454.32 477.36 461.22 476.83
478.95 475.45 483.38 475.10
104.93 384.10 126.41 381.40
408.31 141.91 409.24 128.89
408.31 141.91 393.31 139.07
289.81 388.12 291.08 372.00
361.14 103.81 366.47 103.62
383.91 102.98 388.27 102.82
291.08 372.00 271.30 366.43
331.00 152.00 331.00 107.00
372.00 71.00 567.00 71.00
606.00 426.00 606.00 235.00
198.00 285.00 331.00 285.00
400.00 193.00 594.00 193.00
607.00 254.00 697.00 254.00
189.00 356.00 189.00 284.00
605.00 153.00 605.00 104.00
331.00 293.00 331.00 237.00
331.00 423.00 331.00 469.00
697.00 253.00 697.00 194.00
331.00 328.00 331.00 300.00
676.00 193.00 696.00 193.00
189.00 438.00 189.00 401.00
180.00 284.00 195.00 284.00
135.00 284.00 179.00 285.00
606.00 508.00 606.00 530.00
659.00 71.00 687.00 71.00
557.00 263.00 581.00 238.00
554.00 266.00 561.00 258.00
646.00 71.00 658.00 71.00
132.00 277.00 137.00 285.00
562.00 241.00 575.00 265.00
331.00 294.00 332.00 303.00
331.00 340.00 331.00 331.00
331.00 422.00 331.00 410.00
568.00 250.00 572.00 246.00
