# x1 y1 x2 y2
81.26 82.34 80.66 115.97
81.26 82.34 28.56 82.41
81.26 82.34 145.07 82.30
528.76 82.37 580.10 82.18
528.76 82.37 528.76 115.95
528.76 82.37 532.06 116.83
534.81 145.55 536.63 164.50
528.76 82.37 532.51 111.01
528.76 82.37 369.98 82.21
528.76 82.37 389.49 81.72
528.76 82.37 329.78 81.41
528.76 82.37 345.01 81.40
528.37 668.42 527.92 634.11
528.37 668.42 580.10 667.97
528.37 668.42 303.41 667.81
528.37 668.42 340.07 668.19
80.92 668.54 80.52 635.27
80.92 668.54 29.81 668.43
80.92 668.54 156.74 667.40
80.92 668.54 136.51 667.52
80.92 668.54 196.07 668.22
149.92 546.85 149.76 598.81
149.92 546.85 81.89 547.76
150.16 304.33 150.26 253.19
150.16 304.33 81.26 303.90
154.31 329.27 156.84 344.43
299.75 494.64 150.08 496.05
304.23 494.60 304.21 598.44
299.75 494.64 129.19 495.97
304.23 494.60 303.10 463.81
304.23 494.60 303.94 463.47
308.72 494.63 477.10 495.78
81.12 443.27 150.56 442.33
81.12 443.27 81.00 415.49
81.12 443.27 80.58 415.91
81.12 443.27 77.90 461.80
81.12 443.27 80.56 460.41
150.56 442.33 150.08 496.05
150.26 253.19 300.69 250.55
150.26 253.19 129.30 253.15
150.26 253.19 128.97 253.01
528.03 564.63 528.09 529.63
304.18 250.49 304.22 150.72
308.67 250.56 478.81 253.06
304.18 250.49 303.63 291.66
304.18 250.49 304.31 290.19
304.18 250.49 304.20 291.66
304.22 322.12 304.24 362.85
149.76 598.81 129.20 598.36
149.76 598.81 217.07 598.67
153.74 621.80 157.72 644.79
149.76 598.81 128.78 601.07
152.00 614.03 152.65 618.45
149.76 598.81 128.78 601.39
65.66 609.15 58.36 610.05
149.76 598.81 185.57 598.38
478.95 598.53 393.32 599.20
150.08 496.05 129.19 495.97
150.08 496.05 128.58 496.20
304.21 598.44 274.97 599.16
304.21 598.44 333.95 598.89
304.21 598.44 274.77 598.52
304.21 598.44 303.10 463.81
528.09 529.63 528.59 562.53
528.24 462.26 528.42 376.80
528.42 218.03 528.11 185.50
528.42 218.03 532.50 191.40
304.22 150.72 334.19 150.75
