# x1 y1 x2 y2
295.29 405.45 296.31 465.12
234.54 570.41 234.58 451.75
234.35 662.96 234.30 683.63
234.54 570.41 233.95 475.16
234.41 337.20 234.44 270.19
234.40 337.21 234.26 295.37
233.76 410.19 234.58 451.75
234.07 337.21 234.26 295.37
233.75 98.17 234.42 148.11
295.53 342.61 295.68 292.95
233.75 218.53 234.44 270.19
125.29 373.31 170.01 373.45
125.29 373.31 110.33 383.69
125.29 373.31 106.76 381.24
125.29 373.31 109.88 364.34
175.25 473.70 195.52 456.22
175.25 473.70 211.44 441.48
170.01 373.45 152.03 370.46
44.15 382.62 38.26 349.65
45.42 383.88 69.18 349.71
233.76 663.60 234.30 683.63
295.68 292.95 307.38 282.05
256.25 285.59 251.39 284.68
250.41 284.50 245.06 283.50
295.68 292.95 282.61 282.02
369.60 285.54 404.82 282.01
234.44 270.19 234.26 295.37
234.44 270.19 245.06 283.50
231.99 272.62 225.68 278.87
146.65 322.57 150.34 306.43
151.42 301.69 154.25 289.34
296.31 465.12 275.36 468.49
296.31 465.12 246.66 465.10
234.58 451.75 233.95 475.16
234.58 451.75 237.44 454.92
238.07 455.62 243.80 461.94
237.11 292.23 245.06 283.50
232.11 292.64 224.76 283.25
133.12 597.41 141.22 631.70
157.10 597.49 164.48 597.66
38.26 349.65 45.74 349.66
62.69 349.69 69.18 349.71
448.25 291.27 469.59 258.79
447.33 292.03 440.21 258.86
426.61 287.39 421.77 286.19
412.08 283.80 404.82 282.01
467.44 295.06 475.25 296.05
479.16 296.55 486.97 297.54
490.87 298.03 504.05 299.70
467.71 295.22 475.62 296.28
477.60 296.54 485.51 297.59
233.95 475.16 246.66 465.10
310.25 174.52 309.22 202.40
195.52 456.22 211.44 441.48
195.52 456.22 205.76 474.12
195.52 456.22 183.51 440.97
294.63 79.35 286.65 45.87
295.04 79.42 318.50 45.85
141.61 631.76 164.48 597.66
315.86 87.12 334.28 86.39
315.86 87.12 324.01 62.74
163.78 641.14 164.10 621.15
164.13 619.15 164.23 613.16
164.39 603.16 164.48 597.66
163.81 641.14 165.28 621.25
165.42 619.26 165.76 614.78
344.74 85.97 351.51 62.95
344.74 85.97 366.39 82.73
282.36 193.29 290.61 159.44
419.18 272.39 404.82 282.01
164.48 597.66 164.80 601.94
521.00 301.22 514.53 301.02
508.55 300.84 503.57 300.69
502.57 300.66 491.61 300.33
483.64 300.08 472.19 299.73
521.00 301.22 519.89 295.87
518.48 289.06 516.16 277.88
521.00 301.22 514.88 300.67
508.29 300.08 504.05 299.70
521.00 301.22 514.70 300.61
508.89 300.05 490.95 298.32
205.76 474.12 183.51 440.97
351.51 62.95 370.46 68.66
337.27 62.84 324.01 62.74
307.38 282.05 282.61 282.02
307.38 282.05 359.45 285.48
409.05 288.76 422.44 289.64
307.38 282.05 404.82 282.01
245.06 283.50 282.61 282.02
245.06 283.50 224.72 281.45
68.93 393.35 86.44 389.68
73.67 392.50 85.53 390.33
282.61 282.02 346.58 285.50
409.05 288.91 422.44 289.64
282.61 282.02 404.82 282.01
282.61 282.02 224.71 281.31
370.46 68.66 366.39 82.73
189.48 640.39 188.40 623.56
189.48 640.39 185.18 640.34
422.44 289.64 417.60 287.54
412.31 285.25 404.82 282.01
404.82 282.01 418.82 274.01
202.04 331.18 202.20 303.99
472.19 299.73 483.64 299.72
491.60 299.71 504.05 299.70
472.19 299.73 484.53 298.80
371.11 398.42 354.79 401.85
371.11 398.42 371.46 380.67
281.66 659.09 289.74 658.92
504.05 299.70 490.95 298.32
325.57 378.02 328.17 363.71
331.64 352.90 337.53 353.57
338.51 353.69 344.89 354.41
234.00 332.00 234.00 222.00
235.00 282.00 410.00 282.00
295.00 465.00 295.00 410.00
234.00 479.00 234.00 423.00
234.00 480.00 234.00 515.00
320.00 85.00 329.00 85.00
234.00 144.00 234.00 103.00
235.00 465.00 294.00 465.00
175.00 634.00 177.00 624.00
165.00 638.00 165.00 617.00
180.00 472.00 208.00 443.00
295.00 329.00 295.00 301.00
234.00 550.00 234.00 522.00
137.00 603.00 140.00 622.00
286.00 189.00 292.00 162.00
152.00 614.00 155.00 610.00
188.00 444.00 191.00 451.00
330.00 64.00 337.00 66.00
188.00 637.00 188.00 626.00
348.00 84.00 352.00 64.00
304.00 67.00 311.00 53.00
366.00 80.00 367.00 71.00
234.00 667.00 234.00 680.00
351.00 393.00 352.00 383.00
182.00 469.00 198.00 452.00
294.00 70.00 299.00 71.00
308.00 195.00 308.00 185.00
349.00 85.00 357.00 85.00
321.00 79.00 323.00 65.00
330.00 374.00 333.00 359.00
357.00 379.00 367.00 380.00
324.00 64.00 329.00 64.00
145.00 623.00 150.00 619.00
292.00 53.00 293.00 67.00
371.00 385.00 371.00 392.00
234.00 567.00 234.00 551.00
295.00 284.00 295.00 298.00
192.00 461.00 210.00 442.00
355.00 399.00 365.00 400.00
410.00 285.00 413.00 277.00
153.00 614.00 159.00 603.00
353.00 64.00 357.00 64.00
188.00 446.00 201.00 469.00
295.00 339.00 295.00 330.00
307.00 62.00 313.00 50.00
176.00 624.00 186.00 624.00
360.00 84.00 365.00 81.00
337.00 81.00 339.00 75.00
359.00 64.00 366.00 67.00
334.00 358.00 342.00 356.00
