# x1 y1 x2 y2
120.43 171.64 120.20 148.10
120.43 171.64 119.85 148.92
120.43 171.64 119.84 250.63
120.43 171.64 88.91 170.70
120.43 171.64 121.49 190.03
338.18 21.93 367.43 22.51
338.18 21.93 178.62 22.32
338.18 21.93 337.91 38.77
338.18 21.93 197.54 21.79
338.18 21.93 208.72 22.65
338.18 21.93 319.97 22.39
120.18 21.88 87.95 22.74
120.18 21.88 178.62 22.32
120.18 21.88 120.03 38.81
120.18 21.88 119.96 45.70
120.18 21.88 142.04 22.46
120.18 21.88 160.48 22.38
338.83 314.10 338.14 292.70
338.83 314.10 338.69 291.96
338.83 314.10 229.60 314.10
338.83 314.10 338.26 291.96
119.81 107.29 120.09 86.10
119.81 107.29 120.02 76.28
119.90 314.10 229.60 314.10
119.90 314.10 119.69 293.61
119.90 314.10 121.46 300.10
119.90 314.10 121.45 302.03
120.01 108.12 120.09 86.10
119.85 148.92 119.84 250.63
338.38 86.20 338.31 107.61
338.38 86.20 338.31 108.30
338.38 86.20 343.37 82.21
338.38 86.20 350.34 81.19
335.15 84.89 325.93 81.17
338.38 86.20 338.68 108.30
338.38 86.20 338.28 76.39
337.99 46.51 337.91 38.77
338.38 86.20 340.15 107.32
338.38 86.20 338.24 76.39
308.51 419.97 229.60 420.02
153.39 420.22 190.97 419.94
116.11 84.63 106.38 81.06
120.09 86.10 132.81 80.65
120.09 86.10 120.08 76.28
120.04 46.38 120.03 38.81
120.09 86.10 120.06 76.28
120.09 86.10 120.02 76.28
372.79 226.15 373.05 200.38
372.79 226.15 372.91 200.38
367.43 22.51 319.97 22.39
228.67 367.13 229.60 420.02
229.16 339.05 229.60 314.10
338.50 170.72 338.19 148.66
338.50 170.72 372.62 170.70
338.50 170.72 338.44 251.79
338.50 170.72 338.83 148.05
338.50 170.72 339.80 148.54
340.91 129.71 341.34 122.39
338.31 107.61 338.24 76.39
338.19 148.66 338.44 251.79
228.67 338.90 229.60 314.10
372.89 188.28 372.62 170.70
394.69 201.57 400.61 202.14
372.62 170.70 372.95 188.28
372.62 170.70 391.47 169.14
229.60 420.02 190.97 419.94
148.75 128.87 238.37 128.87
148.75 128.87 227.08 128.56
197.45 407.01 204.32 406.88
206.28 406.84 212.66 406.71
310.14 128.65 238.37 128.87
310.14 128.65 227.08 128.56
103.25 77.73 97.59 68.78
88.88 225.61 88.88 200.37
88.88 225.61 88.88 201.47
212.66 406.71 206.31 407.01
204.36 407.10 197.52 407.43
88.91 170.70 88.88 188.14
88.91 170.70 88.89 188.39
88.91 170.70 69.06 168.92
365.82 272.27 408.29 273.35
365.82 272.27 394.35 272.04
365.82 272.26 383.04 271.61
93.46 272.27 67.37 273.52
63.43 273.71 56.05 274.07
93.46 272.27 67.36 271.78
360.99 69.33 354.27 78.72
376.82 66.45 383.04 66.39
362.24 63.24 359.92 52.21
135.64 78.43 138.18 73.32
408.29 273.35 401.46 268.48
382.17 254.74 377.75 251.59
408.29 273.35 394.35 272.04
408.29 273.35 383.04 271.61
408.29 273.35 402.82 267.17
382.81 60.91 382.60 55.93
77.74 200.43 70.97 199.80
69.03 199.62 61.77 198.94
178.62 22.32 197.54 21.79
178.62 22.32 208.72 22.65
178.62 22.32 142.04 22.46
178.62 22.32 319.97 22.39
178.62 22.32 160.48 22.38
202.08 11.65 195.80 11.54
192.90 11.49 187.10 11.38
202.08 11.65 195.65 11.57
193.68 11.54 187.74 11.47
64.24 188.77 61.77 198.94
59.35 273.40 67.36 271.78
238.37 128.87 271.66 130.52
238.37 128.87 177.24 126.50
235.28 125.78 231.17 121.67
226.37 116.87 221.23 111.73
96.98 63.42 99.13 52.96
321.83 77.34 315.68 67.40
120.03 38.81 119.96 45.70
120.03 38.81 114.69 39.98
120.03 38.81 124.09 39.65
120.03 38.81 120.03 46.38
164.60 59.61 158.70 60.47
156.74 60.75 148.88 61.89
168.54 59.12 180.45 59.20
184.43 59.23 196.35 59.32
168.53 59.12 180.44 59.17
184.41 59.18 196.31 59.23
200.28 59.25 212.19 59.30
216.16 59.31 228.06 59.36
168.53 59.12 180.31 59.14
184.24 59.15 196.02 59.17
200.93 59.18 212.71 59.21
168.52 59.12 180.02 59.16
