# x1 y1 x2 y2 conf text
347 3 417 45 1.0000 Vcc
145 267 215 313 0.4523 VIN-
477 307 533 355 0.9988 Cc
329 481 412 525 0.9992 GND
255 57 345 117 0.7208 Moz
6 75 94 137 0.9038 Mo1
637 78 727 142 0.8462 Mo8
674 171 766 241 0.6579 Vout
483 218 576 284 0.9764 Vin+
4 231 91 299 0.4158 Rol
369 239 460 302 0.5507 Mo5
242 245 331 306 0.9101 Mo4
637 326 727 390 0.9551 Mog
4 382 93 445 0.9103 Moz
172 387 258 446 0.4817 Moe
449 389 538 452 0.8567 Mo7
