# x1 y1 x2 y2 conf text
5 135 91 155 0.5177 KOH-IRVERTING
287 129 351 151 0.7457 INVERTING
53 149 91 167 0.2190 InPt
287 147 327 165 0.4440 InPuT
541 215 579 235 0.7222 50pF
597 233 635 253 0.2074 7.k
805 313 857 337 0.3617 Qutput
805 345 837 363 0.4263 RIQ
331 401 365 423 0.9121 010
21 465 101 485 0.6399 OFFSET NUL
265 457 315 481 0.5455 DFFSET
267 477 303 495 0.7722 MULL
605 497 637 519 0.7813 R12
203 511 235 531 0.5261 50K
607 515 641 535 0.2835 50k
