# x1 y1 x2 y2 conf text
227 87 271 129 0.3842 61
353 87 401 127 0.3887 62
46 136 80 170 0.9998 N
530 140 562 170 1.0000 [4
23 261 79 301 0.8008 M7
534 258 590 292 0.9997 M3
233 309 289 357 0.4950 02
564 326 626 360 0.9995 Vout
0 353 39 395 0.9911 IB
140 316 242 398 0.3836 "2
261 317 353 443 0.2322 +
341 423 387 465 0.9861 C2
26 456 84 492 0.9360 Mc
77 413 243 509 0.9246 1
536 450 592 486 0.9974 M2
313 681 375 725 0.9730 Vss
69 126 226 231 0.3270 AT
118 595 216 676 0.3561 XVbl
