# x1 y1 x2 y2 conf text
356 52 402 84 0.5161 Mq
471 39 515 79 0.9776 Vz
138 124 184 160 0.9976 Mo
245 109 285 153 0.8907 Vi
6 180 60 216 0.8979 Vint
356 170 402 206 0.9047 Mz
581 169 631 209 0.3633 Ms
180 204 230 240 0.9786 Mz
505 207 539 231 0.3290 Vawt
356 250 404 286 0.5825 Ms
579 255 629 295 0.9999 M
8 274 52 310 0.9934 Vin
586 342 620 374 0.8367 B
368 396 398 426 0.9999 A
246 442 328 478 0.9395 VcMFB
402 460 448 496 0.9983 M;
575 47 636 90 0.9597 Mio
