x1 y1 x2 y2 cls conf
91.24 129.31 163.56 200.04 14 0.9747
603.72 135.06 674.71 209.83 2 0.9684
603.82 294.24 674.71 368.94 2 0.9682
637.16 40.69 701.64 75.31 1 0.9682
122.61 295.46 191.86 369.42 2 0.9669
105.51 401.27 148.63 445.30 0 0.9573
647.25 401.30 690.63 445.32 0 0.9557
515.60 82.18 568.65 140.17 8 0.9527
94.22 40.83 160.01 76.35 1 0.9442
386.84 140.04 423.13 205.25 9 0.9434
509.03 40.70 573.91 75.79 1 0.9307
